4,3,1964,0,28.4,22.72,19.1,67.25
5,3,1964,0,27.9,22.32,19.5,68
6,3,1964,0,28.2,22.96,19,68.5
7,3,1964,0,28.4,23.18,18.3,58.75
8,3,1964,0,27.5,22.52,16.7,61.25
9,3,1964,0,26.5,22.04,18.2,70
10,3,1964,0,27,22.16,18.4,69.75
11,3,1964,0,29,23.5,18.2,61.5
12,3,1964,0,30,24.5,19.4,56.5
13,3,1964,0,31,24.86,20.7,57.25
14,3,1964,0,29.8,24.48,19.6,65.25
15,3,1964,0,29.8,24.54,20.3,65.5
16,3,1964,5.6,26.8,21.38,18.2,81.5
17,3,1964,23.9,21.8,17.92,16,79
18,3,1964,0,20,18.06,16.8,83.5
19,3,1964,1,20.2,18.14,16.3,82.75
20,3,1964,0,25.2,20.76,17.4,71.75
21,3,1964,0,25.6,20.2,16.2,67.75
22,3,1964,0.2,26.9,20.92,15.5,61.5
23,3,1964,0,28.2,21.2,16.2,60.5
24,3,1964,0,28.2,22.06,17.2,59
25,3,1964,0,29.2,22.68,16.7,54.5
26,3,1964,0,29.6,23.26,16.5,59
27,3,1964,0,30.4,24.2,17.8,52.75
28,3,1964,0,31.8,25,19,60.75
29,3,1964,12.2,28,23.26,19.4,81
30,3,1964,14.7,25.4,21.94,20.5,83.25
31,3,1964,2.8,24.2,21.22,19,80.5
1,1,1965,2.4,26,20.98,19.1,87
2,1,1965,12.1,25,21.56,18.8,84
3,1,1965,28.2,26,20.58,17.9,89.25
4,1,1965,10.2,25,20.58,18.5,88.75
5,1,1965,42.4,21.8,18.66,17.7,89.25
6,1,1965,17.6,23.1,19,16.5,83.5
7,1,1965,0.1,27.4,22.2,17.3,70.25
8,1,1965,0,25.8,21.9,17.9,79.75
9,1,1965,5.4,22.2,20.24,19,95.75
10,1,1965,76.7,20.6,18.62,16.3,84
11,1,1965,0.3,24.2,20.26,17.3,72.75
12,1,1965,0,26.6,21.8,18,62.75
13,1,1965,0,26.4,21.72,17.8,70
14,1,1965,0,27,22.12,19,65
15,1,1965,0,24.4,21.32,18.2,66.5
16,1,1965,0,26.2,21.74,18.7,67
17,1,1965,0,27.4,22.66,18.5,64.5
18,1,1965,0,28,23.48,18.5,64.5
19,1,1965,1,26.3,21.3,19,87.25
20,1,1965,66.2,19.2,17.86,16,96.75
21,1,1965,30.5,22.2,19.34,17.5,92
22,1,1965,1.3,26.2,22.18,18.1,71.5
23,1,1965,1.2,27.8,22.88,17.8,68.75
24,1,1965,0,28.4,21.3,17.4,74.25
25,1,1965,45.2,25,20.3,17.2,72.25
26,1,1965,0,27.4,22.42,18.5,67.25
27,1,1965,0,28,23.08,18.2,66.25
28,1,1965,0,25.6,21.6,19.2,83.5
29,1,1965,3.3,27.6,22.38,19.1,74.75
30,1,1965,3.9,24.2,21.3,18.7,84.25
31,1,1965,4.4,29,23.94,19.3,69
1,2,1965,0.6,28.6,23.26,20.1,77.5
2,2,1965,0.4,28.3,23.02,18.8,74.5
3,2,1965,0,28.4,23.66,20.6,76
4,2,1965,0.8,27,21.26,19.6,88.25
5,2,1965,12,26.4,21.38,18.9,90
6,2,1965,25.6,23.8,21.22,19.5,92.75
7,2,1965,3.1,26.2,21.5,19.1,88.5
8,2,1965,12.7,28.8,23.28,19,71
9,2,1965,40,28.4,21.74,18.3,80.75
10,2,1965,1.6,26.1,21.4,19.7,84.25
11,2,1965,25.4,21.4,19.76,17.7,89.5
12,2,1965,13,23.2,20.44,17.2,79.75
13,2,1965,0,27.9,22.3,19.2,75.25
14,2,1965,6,27.4,22.8,19,74.25
15,2,1965,2.6,28,22.26,18.7,81.75
16,2,1965,2.8,26.6,21.38,18.6,90
17,2,1965,11.5,25.2,20.68,19,87.75
18,2,1965,65.4,24.4,20.24,18.6,94.75
19,2,1965,64.6,24.4,20.32,17.8,87.25
20,2,1965,27.1,26.4,21.52,17.8,77.75
21,2,1965,5.8,25.4,20.66,18.5,90.25
22,2,1965,20.8,26.8,22.42,19.1,78.25
23,2,1965,3.2,23.3,20.98,19,86.25
24,2,1965,10,26.2,21.82,19.2,84
